InvoiceNo,CustomerID,InvoiceDate,OrderRevenue,TotalUnits,UniqueProducts,InvoiceLines,Country
537202,14506,2010-12-05 14:25:00,257.0,106,43,45,United Kingdom
537204,15555,2010-12-05 14:45:00,198.43,293,32,32,United Kingdom
537205,13034,2010-12-05 14:52:00,165.86,116,11,11,United Kingdom
537206,15235,2010-12-05 15:02:00,85.55000000000001,25,4,4,United Kingdom
537207,17402,2010-12-05 15:06:00,188.77,40,23,23,United Kingdom
537208,15889,2010-12-05 15:12:00,272.07,141,57,59,United Kingdom
537209,14606,2010-12-05 15:12:00,192.68,83,41,42,United Kingdom
537210,15953,2010-12-05 15:15:00,207.74,100,15,15,United Kingdom
537211,16143,2010-12-05 15:18:00,355.75,145,16,16,United Kingdom
537212,12720,2010-12-05 15:21:00,473.39,299,30,30,Germany
537213,12748,2010-12-05 15:26:00,8.65,7,6,6,United Kingdom
537214,16422,2010-12-05 15:35:00,1668.2,2048,13,13,United Kingdom
537215,12747,2010-12-05 15:38:00,358.55999999999995,108,7,7,United Kingdom
537216,15502,2010-12-05 15:40:00,569.5,240,18,18,United Kingdom
537217,15502,2010-12-05 15:40:00,167.2,16,4,4,United Kingdom
537218,12763,2010-12-05 15:46:00,320.08,196,16,16,Japan
537219,14081,2010-12-05 15:47:00,423.52,252,67,69,United Kingdom
537221,17965,2010-12-05 15:54:00,37.35,14,7,7,United Kingdom
537222,14404,2010-12-05 16:00:00,129.23,56,25,25,United Kingdom
537223,13579,2010-12-05 16:10:00,164.70000000000002,46,9,9,United Kingdom
537224,13174,2010-12-05 16:24:00,1369.06,674,122,152,United Kingdom
537225,12748,2010-12-05 16:41:00,491.38,310,60,63,United Kingdom
537226,15987,2010-12-06 08:34:00,113.48,86,9,9,United Kingdom
537227,17677,2010-12-06 08:42:00,922.4000000000001,700,20,20,United Kingdom
537228,17677,2010-12-06 08:43:00,25.200000000000003,12,1,1,United Kingdom
537229,17677,2010-12-06 08:44:00,17.4,12,1,1,United Kingdom
537231,13652,2010-12-06 09:21:00,308.8,112,18,18,United Kingdom
537233,17428,2010-12-06 09:37:00,353.0,148,9,9,United Kingdom
537235,17381,2010-12-06 09:45:00,2567.6400000000003,1464,5,5,United Kingdom
537236,16858,2010-12-06 09:52:00,375.69000000000005,91,9,10,United Kingdom
537238,16161,2010-12-06 10:03:00,164.2,88,15,15,United Kingdom
537239,18219,2010-12-06 10:05:00,210.19,67,13,13,United Kingdom
537241,14293,2010-12-06 10:18:00,364.92,172,15,15,United Kingdom
537242,14748,2010-12-06 10:19:00,412.22,282,29,29,United Kingdom
537243,16638,2010-12-06 10:19:00,50.400000000000006,24,2,2,United Kingdom
537244,17674,2010-12-06 10:20:00,300.66,349,11,11,United Kingdom
537245,14748,2010-12-06 10:24:00,58.2,48,3,3,United Kingdom
537246,12808,2010-12-06 10:27:00,129.4,53,7,7,Portugal
537247,13094,2010-12-06 10:34:00,223.68,192,3,3,United Kingdom
537248,15899,2010-12-06 10:36:00,56.25,39,4,4,United Kingdom
537249,16955,2010-12-06 10:38:00,33.0,20,1,1,United Kingdom
537250,12708,2010-12-06 10:43:00,196.44,89,14,14,Germany
537254,15898,2010-12-06 11:01:00,377.64,207,55,57,United Kingdom
537255,14443,2010-12-06 11:03:00,303.5,163,20,20,United Kingdom
537256,16210,2010-12-06 11:06:00,2263.8,796,11,11,United Kingdom
537257,17691,2010-12-06 11:10:00,142.5,58,9,9,United Kingdom
537258,17227,2010-12-06 11:16:00,142.25,92,10,10,United Kingdom
537262,15039,2010-12-06 11:26:00,585.41,256,54,54,United Kingdom
537265,15919,2010-12-06 11:26:00,214.07999999999998,175,38,39,United Kingdom
537298,13497,2010-12-06 11:37:00,153.5,54,9,9,United Kingdom
537301,15860,2010-12-06 11:38:00,102.66,72,14,15,United Kingdom
537312,14189,2010-12-06 11:42:00,311.24,254,9,9,United Kingdom
537313,15304,2010-12-06 11:42:00,123.15,21,5,5,United Kingdom
537332,14344,2010-12-06 11:58:00,322.8,120,12,12,United Kingdom
537334,16719,2010-12-06 12:06:00,430.73,146,44,44,United Kingdom
537335,15048,2010-12-06 12:15:00,98.7,32,23,23,United Kingdom
537346,15301,2010-12-06 12:21:00,673.37,503,34,34,United Kingdom
537350,14708,2010-12-06 12:23:00,419.06,350,12,12,United Kingdom
537351,16898,2010-12-06 12:23:00,112.08,94,29,29,United Kingdom
537354,12748,2010-12-06 12:23:00,133.07,85,38,38,United Kingdom
537359,14825,2010-12-06 12:30:00,184.10000000000002,72,10,10,United Kingdom
537360,18113,2010-12-06 12:31:00,76.32000000000001,72,1,1,United Kingdom
537362,17596,2010-12-06 12:34:00,390.97,529,56,59,United Kingdom
537365,15078,2010-12-06 12:38:00,449.95000000000005,201,21,21,United Kingdom
537366,14085,2010-12-06 12:39:00,308.05,106,12,12,United Kingdom
537367,15078,2010-12-06 12:39:00,25.200000000000003,12,1,1,United Kingdom
537368,14911,2010-12-06 12:40:00,377.5,135,15,15,EIRE
537369,17860,2010-12-06 12:41:00,226.45000000000002,93,49,52,United Kingdom
537370,13155,2010-12-06 12:44:00,379.7,168,51,52,United Kingdom
537371,15028,2010-12-06 12:47:00,185.97,119,14,14,United Kingdom
537372,16919,2010-12-06 12:52:00,198.35,73,22,22,United Kingdom
537374,17259,2010-12-06 12:55:00,367.95,256,74,82,United Kingdom
537375,17019,2010-12-06 12:55:00,358.82,223,48,49,United Kingdom
537376,16722,2010-12-06 12:59:00,480.68,278,16,16,United Kingdom
537377,15882,2010-12-06 13:01:00,270.52,116,14,14,United Kingdom
537378,14911,2010-12-06 13:06:00,784.15,476,20,20,EIRE
537380,15882,2010-12-06 13:12:00,100.80000000000001,48,2,2,United Kingdom
537381,14667,2010-12-06 13:13:00,511.56,372,24,24,United Kingdom
537382,16710,2010-12-06 13:13:00,370.42,192,53,54,United Kingdom
537384,15984,2010-12-06 13:21:00,122.7,56,5,5,United Kingdom
537385,14487,2010-12-06 13:22:00,125.10000000000001,37,13,13,United Kingdom
537386,14911,2010-12-06 13:32:00,20.85,3,1,1,EIRE
537387,13468,2010-12-06 13:34:00,222.18,84,14,14,United Kingdom
537388,17682,2010-12-06 13:35:00,391.5,210,18,18,United Kingdom
537389,17757,2010-12-06 13:41:00,149.0,60,19,19,United Kingdom
537390,16658,2010-12-06 13:47:00,123.24,40,8,8,United Kingdom
537391,16550,2010-12-06 13:53:00,554.66,257,48,48,United Kingdom
537392,17068,2010-12-06 13:58:00,166.15,80,24,24,United Kingdom
537393,13089,2010-12-06 13:59:00,2415.04,972,34,34,United Kingdom
537394,13089,2010-12-06 14:00:00,81.17999999999999,54,5,5,United Kingdom
537395,15356,2010-12-06 14:05:00,143.12,75,49,49,United Kingdom
537396,17223,2010-12-06 14:08:00,292.84000000000003,64,29,30,United Kingdom
537397,16817,2010-12-06 14:19:00,244.20000000000002,164,10,10,United Kingdom
537399,13030,2010-12-06 14:31:00,402.36,174,50,57,United Kingdom
537400,17191,2010-12-06 14:36:00,422.81,261,49,50,United Kingdom
537403,17191,2010-12-06 14:43:00,30.45,21,11,11,United Kingdom
537404,17191,2010-12-06 14:46:00,56.85,38,11,11,United Kingdom
537405,17841,2010-12-06 14:51:00,406.69,132,45,46,United Kingdom
537407,15502,2010-12-06 14:55:00,192.7,34,6,6,United Kingdom
537409,15194,2010-12-06 15:00:00,406.16,247,16,16,United Kingdom
537410,14409,2010-12-06 15:03:00,151.20000000000002,72,1,1,United Kingdom
537412,14409,2010-12-06 15:06:00,177.60000000000002,96,1,1,United Kingdom
537415,16654,2010-12-06 15:09:00,227.4,63,9,9,United Kingdom
537418,17884,2010-12-06 15:13:00,135.01,65,33,35,United Kingdom
537419,13495,2010-12-06 15:14:00,510.95,209,14,14,United Kingdom
537420,17519,2010-12-06 15:18:00,335.3,184,18,18,United Kingdom
537421,17218,2010-12-06 15:25:00,287.54,129,48,49,United Kingdom
537422,17812,2010-12-06 15:27:00,193.29999999999998,127,27,29,United Kingdom
537423,14215,2010-12-06 15:34:00,166.0,104,6,6,United Kingdom
537424,15602,2010-12-06 15:35:00,92.55000000000001,57,3,3,United Kingdom
537428,17320,2010-12-06 15:38:00,450.92,210,22,22,United Kingdom
537429,12748,2010-12-06 15:54:00,82.12,119,20,21,United Kingdom
537433,12913,2010-12-06 16:36:00,417.62,146,4,4,United Kingdom
537435,17920,2010-12-06 16:58:00,221.5,82,14,14,United Kingdom
537440,17869,2010-12-06 17:16:00,214.32,67,16,16,United Kingdom
537441,13564,2010-12-06 17:26:00,536.0500000000001,255,40,40,United Kingdom
537446,18055,2010-12-07 09:13:00,569.03,201,28,28,United Kingdom
537447,13963,2010-12-07 09:21:00,151.3,54,7,7,United Kingdom
537448,17450,2010-12-07 09:23:00,39.599999999999994,6,1,1,United Kingdom
537456,17450,2010-12-07 09:43:00,1989.2399999999998,780,2,2,United Kingdom
537457,17511,2010-12-07 09:51:00,1644.94,914,19,19,United Kingdom
537458,17091,2010-12-07 09:55:00,293.45000000000005,101,13,13,United Kingdom
537459,17470,2010-12-07 09:57:00,178.4,112,11,11,United Kingdom
537460,17616,2010-12-07 10:04:00,326.4,128,1,1,United Kingdom
537461,15649,2010-12-07 10:06:00,510.0,120,1,1,United Kingdom
537462,17228,2010-12-07 10:06:00,172.65,89,12,12,United Kingdom
537463,12681,2010-12-07 10:08:00,1033.52,585,41,41,France
537464,14907,2010-12-07 10:14:00,618.07,234,28,28,United Kingdom
537465,17735,2010-12-07 10:32:00,454.6,218,22,22,United Kingdom
537467,16059,2010-12-07 10:36:00,118.25,51,18,18,United Kingdom
537468,12567,2010-12-07 10:36:00,415.46000000000004,167,20,20,France
537469,17720,2010-12-07 10:43:00,102.0,24,1,1,United Kingdom
537470,15018,2010-12-07 10:47:00,111.25,21,5,5,United Kingdom
537471,14344,2010-12-07 10:51:00,17.85,3,1,1,United Kingdom
537472,12971,2010-12-07 11:11:00,111.54,126,6,6,United Kingdom
537476,15838,2010-12-07 11:26:00,957.5,550,3,3,United Kingdom
537484,14733,2010-12-07 11:30:00,1830.02,680,28,28,United Kingdom
537489,17017,2010-12-07 11:33:00,511.79999999999995,396,21,21,United Kingdom
537509,13756,2010-12-07 11:41:00,532.8000000000001,288,2,2,United Kingdom
537523,14176,2010-12-07 11:45:00,159.55,61,9,9,United Kingdom
537538,15353,2010-12-07 11:49:00,311.65,131,12,12,United Kingdom
537567,18119,2010-12-07 11:59:00,180.7,124,29,29,United Kingdom
537592,17491,2010-12-07 12:18:00,327.40000000000003,268,5,5,United Kingdom
537593,14282,2010-12-07 12:21:00,571.0,300,13,13,United Kingdom
537594,12647,2010-12-07 12:28:00,596.8,155,17,17,Germany
537595,13569,2010-12-07 12:29:00,109.82000000000001,43,23,23,United Kingdom
537598,14135,2010-12-07 12:37:00,319.0,80,14,14,United Kingdom
537599,17954,2010-12-07 12:37:00,19.9,2,1,1,United Kingdom
537601,17287,2010-12-07 12:43:00,108.78,62,9,9,United Kingdom
537603,14673,2010-12-07 12:49:00,373.49,213,15,15,United Kingdom
537604,13488,2010-12-07 13:01:00,1381.92,516,45,45,United Kingdom
537605,16221,2010-12-07 13:13:00,166.74,52,12,12,United Kingdom
537606,15002,2010-12-07 13:16:00,631.65,279,30,31,United Kingdom
537607,15965,2010-12-07 13:18:00,156.19,74,16,16,United Kingdom
537608,15024,2010-12-07 13:20:00,444.42,235,46,47,United Kingdom
537609,17675,2010-12-07 13:22:00,617.12,236,12,12,United Kingdom
537612,13769,2010-12-07 13:28:00,322.3,122,10,10,United Kingdom
537614,16904,2010-12-07 13:29:00,322.8,137,30,30,United Kingdom
537615,15898,2010-12-07 13:30:00,139.0,20,5,5,United Kingdom
537616,16904,2010-12-07 13:30:00,15.9,2,1,1,United Kingdom
537617,16086,2010-12-07 13:45:00,177.26,76,8,8,United Kingdom
537618,15061,2010-12-07 13:50:00,2022.16,956,16,16,United Kingdom
537619,13786,2010-12-07 13:53:00,230.39999999999998,136,7,7,United Kingdom
537620,13880,2010-12-07 14:00:00,97.8,54,6,6,United Kingdom
537622,13173,2010-12-07 14:30:00,165.94,114,23,23,United Kingdom
537623,15858,2010-12-07 14:31:00,383.93,199,44,44,United Kingdom
537624,12748,2010-12-07 14:41:00,295.11,146,53,57,United Kingdom
537625,15180,2010-12-07 14:57:00,87.5,36,6,6,United Kingdom
537626,12347,2010-12-07 14:57:00,711.79,319,31,31,Iceland
537627,14739,2010-12-07 14:58:00,713.88,476,12,12,United Kingdom
537628,16293,2010-12-07 15:02:00,378.75,189,16,16,United Kingdom
537629,17419,2010-12-07 15:03:00,356.87,191,18,18,United Kingdom
537631,17419,2010-12-07 15:04:00,17.4,12,1,1,United Kingdom
537634,16775,2010-12-07 15:15:00,231.9,62,18,18,United Kingdom
537635,16306,2010-12-07 15:18:00,68.1,30,2,2,United Kingdom
537636,16950,2010-12-07 15:20:00,172.0,32,3,3,United Kingdom
537646,17591,2010-12-07 15:39:00,384.3,124,67,71,United Kingdom
537648,12839,2010-12-07 15:48:00,402.61,271,22,22,United Kingdom
537649,13807,2010-12-07 15:48:00,112.6,36,7,7,United Kingdom
537650,16125,2010-12-07 15:48:00,289.35,124,13,13,United Kingdom
537653,17897,2010-12-07 15:54:00,247.33,80,34,34,United Kingdom
537655,15081,2010-12-07 16:20:00,111.15,57,8,8,United Kingdom
537657,18102,2010-12-07 16:42:00,9639.12,2790,5,5,United Kingdom
537658,18102,2010-12-07 16:43:00,395.76,120,3,3,United Kingdom
537659,18102,2010-12-07 16:43:00,15885.49,3689,9,9,United Kingdom
537664,15024,2010-12-07 17:05:00,46.8,24,1,1,United Kingdom
537665,16365,2010-12-07 17:19:00,139.86,101,6,6,United Kingdom
537667,17870,2010-12-08 08:12:00,326.4,128,1,1,United Kingdom
537668,14821,2010-12-08 08:43:00,48.800000000000004,20,2,2,United Kingdom
537669,16863,2010-12-08 08:58:00,164.25,105,9,9,United Kingdom
537670,13078,2010-12-08 09:07:00,514.39,151,10,10,United Kingdom
537671,13267,2010-12-08 09:20:00,328.45,145,15,15,United Kingdom
537672,13050,2010-12-08 09:30:00,328.01,182,18,18,United Kingdom
537673,12709,2010-12-08 09:49:00,522.7,139,7,7,Germany
537674,15628,2010-12-08 09:51:00,319.18,250,19,19,United Kingdom
537676,12386,2010-12-08 09:53:00,258.9,214,8,8,Australia
537678,16779,2010-12-08 09:56:00,356.91,133,9,9,United Kingdom
537680,13599,2010-12-08 10:11:00,253.24,173,13,13,United Kingdom
537681,13329,2010-12-08 10:11:00,304.2,175,7,7,United Kingdom
537682,13599,2010-12-08 10:13:00,99.6,72,4,4,United Kingdom
537683,12921,2010-12-08 10:14:00,365.4,240,20,20,United Kingdom
537685,18077,2010-12-08 10:21:00,204.87,171,19,19,United Kingdom
537686,14744,2010-12-08 10:21:00,225.0,148,3,3,United Kingdom
537688,17406,2010-12-08 10:35:00,702.1,270,19,19,United Kingdom
537689,15750,2010-12-08 10:36:00,301.52,288,17,17,United Kingdom
537690,13983,2010-12-08 10:38:00,329.36,220,15,15,United Kingdom
537691,13842,2010-12-08 10:39:00,310.57,163,20,20,United Kingdom
537692,14796,2010-12-08 10:40:00,671.21,434,49,50,United Kingdom
537693,12441,2010-12-08 10:45:00,173.55,121,11,11,France
537694,14901,2010-12-08 10:46:00,158.25,63,14,14,United Kingdom
537698,13199,2010-12-08 10:51:00,468.68,452,4,4,United Kingdom
537700,18229,2010-12-08 10:51:00,309.0,68,3,3,United Kingdom
537707,14032,2010-12-08 10:53:00,303.86,176,14,14,United Kingdom
537738,17706,2010-12-08 11:02:00,287.08,144,17,17,United Kingdom
537743,17706,2010-12-08 11:02:00,151.95,65,9,9,United Kingdom
537751,17706,2010-12-08 11:04:00,38.8,16,2,2,United Kingdom
537754,16081,2010-12-08 11:16:00,157.6,53,21,22,United Kingdom
537755,16525,2010-12-08 11:31:00,411.44,198,9,9,United Kingdom
537757,17975,2010-12-08 11:38:00,314.1,86,8,8,United Kingdom
537758,16122,2010-12-08 11:41:00,105.72,118,10,10,United Kingdom
537759,13126,2010-12-08 11:42:00,203.64000000000001,108,12,12,United Kingdom
537760,15973,2010-12-08 11:42:00,307.82000000000005,106,4,4,United Kingdom
537761,13126,2010-12-08 11:43:00,19.799999999999997,12,1,1,United Kingdom
537762,16558,2010-12-08 12:01:00,569.4,275,27,27,United Kingdom
537764,16893,2010-12-08 12:06:00,145.93,62,44,45,United Kingdom
537765,14606,2010-12-08 12:08:00,215.88,81,38,38,United Kingdom
537766,17677,2010-12-08 12:08:00,651.6,288,4,4,United Kingdom
537767,15100,2010-12-08 12:09:00,350.4,32,1,1,United Kingdom
537768,15750,2010-12-08 12:11:00,39.0,20,2,2,United Kingdom
537769,15021,2010-12-08 12:17:00,198.09,90,45,49,United Kingdom
537770,15529,2010-12-08 12:24:00,295.66,176,15,15,United Kingdom
537771,15498,2010-12-08 12:29:00,450.92,204,9,9,United Kingdom
537772,18043,2010-12-08 12:35:00,287.91,157,59,62,United Kingdom
537773,16016,2010-12-08 12:36:00,363.02,138,59,66,United Kingdom
537774,14060,2010-12-08 12:40:00,281.0,196,4,4,United Kingdom
537775,17722,2010-12-08 12:41:00,910.14,525,45,45,United Kingdom
537780,17324,2010-12-08 12:45:00,127.05000000000001,51,6,6,United Kingdom
537781,17341,2010-12-08 12:46:00,416.61,246,127,136,United Kingdom
537789,14051,2010-12-08 12:49:00,623.4200000000001,214,14,14,United Kingdom
537791,16233,2010-12-08 12:51:00,147.39999999999998,12,2,2,United Kingdom
537792,16385,2010-12-08 12:56:00,147.20000000000002,67,19,19,United Kingdom
537793,15032,2010-12-08 12:57:00,2746.75,1655,27,29,United Kingdom
537794,16713,2010-12-08 13:01:00,414.43,189,60,60,United Kingdom
537795,17213,2010-12-08 13:03:00,312.90000000000003,92,15,15,United Kingdom
537796,18061,2010-12-08 13:03:00,405.16,248,6,6,United Kingdom
537799,15916,2010-12-08 13:07:00,142.95,55,11,11,United Kingdom
537800,12748,2010-12-08 13:08:00,69.78999999999999,75,10,10,United Kingdom
537801,15221,2010-12-08 13:08:00,403.25,43,5,5,United Kingdom
537802,13455,2010-12-08 13:11:00,692.94,190,30,30,United Kingdom
537803,15916,2010-12-08 13:14:00,89.5,10,2,2,United Kingdom
537804,12748,2010-12-08 13:17:00,130.64,116,11,13,United Kingdom
537806,13113,2010-12-08 13:21:00,372.96999999999997,105,10,10,United Kingdom
537808,15311,2010-12-08 13:23:00,251.09,145,17,17,United Kingdom
537809,14217,2010-12-08 13:28:00,118.3,26,7,7,United Kingdom
537810,15032,2010-12-08 13:30:00,23.85,3,1,1,United Kingdom
537811,17262,2010-12-08 13:30:00,268.86,74,2,2,United Kingdom
537813,18259,2010-12-08 13:38:00,376.30000000000007,116,7,7,United Kingdom
537815,17676,2010-12-08 13:49:00,300.7,158,15,15,United Kingdom
537816,16679,2010-12-08 13:51:00,129.75,29,3,3,United Kingdom
537817,18269,2010-12-08 13:53:00,168.6,76,7,7,United Kingdom
537818,12766,2010-12-08 13:53:00,1149.29,424,53,53,Portugal
537819,15298,2010-12-08 13:55:00,397.6,286,17,17,United Kingdom
537822,13523,2010-12-08 14:22:00,566.95,365,30,30,United Kingdom
537825,15005,2010-12-08 14:36:00,222.5,118,28,28,United Kingdom
537826,15581,2010-12-08 14:38:00,272.34000000000003,104,21,21,United Kingdom
537827,15332,2010-12-08 14:43:00,63.0,30,1,1,Lithuania
537828,15680,2010-12-08 14:43:00,478.89,331,30,30,United Kingdom
537829,15498,2010-12-08 14:46:00,525.8,260,19,19,United Kingdom
537830,13649,2010-12-08 14:46:00,197.8,67,15,15,United Kingdom
537831,17894,2010-12-08 14:50:00,106.77000000000001,39,11,11,United Kingdom
537833,13270,2010-12-08 14:53:00,590.0,200,1,1,United Kingdom
537836,14866,2010-12-08 14:58:00,103.67999999999999,144,1,1,United Kingdom
537837,13077,2010-12-08 14:59:00,313.72,303,14,14,United Kingdom
537840,13531,2010-12-08 15:03:00,305.45,103,15,15,United Kingdom
537841,13848,2010-12-08 15:10:00,320.0,1000,1,1,United Kingdom
537842,13140,2010-12-08 15:12:00,158.26,74,15,15,United Kingdom
537843,15713,2010-12-08 15:16:00,171.15,59,9,9,United Kingdom
537844,17999,2010-12-08 15:17:00,190.34,94,37,38,United Kingdom
537845,17690,2010-12-08 15:23:00,71.4,12,4,4,United Kingdom
537846,15347,2010-12-08 15:25:00,201.60000000000002,130,5,5,United Kingdom
537847,14766,2010-12-08 15:33:00,180.4,64,6,6,United Kingdom
537848,13777,2010-12-08 15:35:00,180.0,144,1,1,United Kingdom
537849,13777,2010-12-08 15:35:00,75.0,60,1,1,United Kingdom
537850,16722,2010-12-08 15:38:00,318.84,316,25,25,United Kingdom
537851,13758,2010-12-08 15:39:00,356.4,264,7,7,United Kingdom
537852,17340,2010-12-08 15:56:00,2671.27,1665,86,86,United Kingdom
537854,13984,2010-12-08 15:58:00,154.8,120,5,5,United Kingdom
537855,15996,2010-12-08 15:59:00,263.25,95,31,32,United Kingdom
537859,14030,2010-12-08 16:11:00,670.55,96,26,26,United Kingdom
537861,16596,2010-12-08 16:18:00,120.65,47,6,6,United Kingdom
537862,12971,2010-12-08 16:21:00,111.53,71,7,7,United Kingdom
537863,14030,2010-12-08 16:29:00,5.95,1,1,1,United Kingdom
537864,16700,2010-12-08 16:34:00,336.94,238,14,14,United Kingdom
537865,16011,2010-12-08 16:34:00,237.95,125,22,22,United Kingdom
537866,17655,2010-12-08 16:45:00,676.1,274,9,9,United Kingdom
537867,16717,2010-12-08 16:48:00,307.25,75,15,15,United Kingdom
537868,12433,2010-12-08 16:49:00,1867.98,1730,74,74,Norway
537871,12748,2010-12-08 17:20:00,167.09,123,24,25,United Kingdom
537879,14243,2010-12-09 08:34:00,213.3,56,8,8,United Kingdom
537880,12963,2010-12-09 09:14:00,365.8,172,16,16,United Kingdom
537881,15513,2010-12-09 09:23:00,956.5,238,12,12,United Kingdom
537882,15079,2010-12-09 09:25:00,141.95,45,4,4,United Kingdom
537883,14437,2010-12-09 09:27:00,63.0,60,5,5,United Kingdom
537884,15694,2010-12-09 09:30:00,525.93,111,6,6,United Kingdom
537885,12942,2010-12-09 09:34:00,258.75,69,16,16,United Kingdom
537886,15660,2010-12-09 09:49:00,209.3,110,10,10,United Kingdom
537887,18092,2010-12-09 10:00:00,1485.72,532,10,10,United Kingdom
537888,15358,2010-12-09 10:04:00,524.35,440,35,35,United Kingdom
537889,13319,2010-12-09 10:04:00,670.48,260,27,27,United Kingdom
537890,15358,2010-12-09 10:04:00,100.19999999999999,36,6,6,United Kingdom
537891,13319,2010-12-09 10:05:00,88.8,36,5,5,United Kingdom
537892,12481,2010-12-09 10:13:00,159.38,85,10,10,Germany
537894,12621,2010-12-09 10:16:00,464.61,227,14,14,Germany
